Name,Constituency,Party,Cases,Education,Assets,Liabilities
Sama Thirupathi	,NIZAMABAD,IND,0,Graduate,"11,10,000","4,20,000"
Sama Yusuf,JAMNAGAR,IND,1,8th Pass,"3,66,000",0
Saman Pathak,DARJEELING,CPI(M),7,Graduate,"29,94,408",0
Saman Tahir,BAREILLY,Pragatishil Samajwadi Party (Lohia),0,Post Graduate,"43,82,566",0
Samantha.K.S,THANJAVUR,IND,0,Others,"3,01,197","2,70,000"
Samarendra Mishra,BOLANGIR,INC,0,Post Graduate,"2,67,71,555","36,73,500"
Sambaiah Dommati,WARANGAL,INC,0,Graduate,"1,22,11,566","55,52,696"
Sambathkumar A,NAGAPATTINAM,IND,0,Graduate Professional,"21,000",0
Sambit Patra,PURI,BJP,1,Post Graduate,"72,02,976","11,97,946"
Sameena Begum,RAMPUR,IND,1,Others,"3,25,000",0
Sameer Arunrao Deshpande,YAVATMAL WASHIM,IND,0,Others,"2,64,000","90,000"
Sameera Pa,PONNANI,IND,0,10th Pass,"2,400",0
Samidurai E,MAYILADUTHURAI,IND,0,10th Pass,200,0
Saminathan P.P,NAMAKKAL,IND,0,12th Pass,"3,66,80,249","35,31,974"
Samir Kumar Jha,KATIHAR,IND,0,12th Pass,"2,51,06,000","57,83,943"
Samirbhai Rajeshbhai Upadhyay,AHMEDABAD EAST,Manvadhikar National Party,0,8th Pass,"95,000",0
Sampath R,NAGAPATTINAM,IND,0,Graduate,"10,42,100","1,18,000"
Sampath Ramadoss,THANJAVUR,Makkal Needhi Maiam,0,Post Graduate,"94,00,851","13,75,452"
Sampaul,CHENNAI CENTRAL,IND,0,Post Graduate,"54,500",0
Samrat Narender Boilla,BHONGIR,RPI,0,Graduate Professional,"35,17,000","11,000"
Samudrala Chinna Kotaiah,GUNTUR,National Dalitha Dhal Party,0,10th Pass,"20,24,577","15,00,000"
Samuel Hashah,SHILLONG,IND,0,12th Pass,"2,05,000",0
Samuel Paul P,CHENNAI CENTRAL,IND,0,Post Graduate,"3,50,808",0
Sanbor Shullai,SHILLONG,BJP,0,10th Pass,"6,61,68,175",0
Sancheti Rupesh Parasmal,JALGAON,IND,0,Graduate Professional,"8,92,000","30,000"
Sandeep Bhairavnath Kogale,KOLHAPUR,IND,0,Post Graduate,"37,74,357","1,09,000"
Sandeep Gundopant Sankpal,KOLHAPUR,IND,0,10th Pass,"8,75,000","5,35,000"
Sandeep Kumar Singh,SUPAUL,IND,0,Graduate,"6,08,08,000",0
Sandeep Singh Porte,BILASPUR,Adhikar Vikas Party,0,Graduate Professional,"27,22,000",0
Sandeep Tiwari,BILASPUR,Bhartiya Sarvjan Hitey Samaj Party,4,Post Graduate,"1,36,42,500","4,50,000"
Sandeep Vasant Lad,BELGAUM,IND,0,Graduate,"2,50,500",0
Sandesh Bhioram Bhalekar,RAMTEK,IND,0,Graduate Professional,"50,45,000",0
Sandesh Ramchandra Chavan,HINGOLI,IND,0,Post Graduate,"1,07,000",0
Sandhya P S,MYSORE,SUCI(C),0,Post Graduate,"24,79,768","1,20,000"
Sandip Janaradhan Kharat,MADHA,IND,0,12th Pass,"10,00,000","50,000"
Sandip Kumar Saket,KHAGARIA,SHS,0,Graduate,"80,91,400",0
Sandip Laxman Sakat,AHMEDNAGAR,IND,1,10th Pass,"24,600",0
Sandip Nikhate,HINGOLI,IND,0,Graduate,"11,55,000",0
Sandip Vitthal Pol,MADHA,IND,0,12th Pass,"27,22,865",0
Sandireddy Gopal Reddy,NIZAMABAD,IND,0,5th Pass,"21,37,000","3,00,000"
Sanem Raju Goud,CHEVELLA,IND,0,Graduate,"21,11,000",0
Sangh Mitra Maurya,BADAUN,BJP,2,Graduate Professional,"4,03,72,093",0
Sanghani Mustakbhai Jamalbhai,SABARKANTHA,IND,2,10th Pass,"46,35,500","1,16,000"
Sangita Kalyanrao Nirmal,AURANGABAD,IND,0,Others,"5,65,000","29,000"
Sangita Kalyanrao Nirmal,PARBHANI,IND,0,Literate,"5,92,000","29,000"
Sangram Arunkaka Jagtap,AHMEDNAGAR,NCP,1,Graduate,"9,44,88,381","3,25,49,132"
Sangram Kumar Sada,KHAGARIA,IND,0,Graduate,"3,67,500",0
Sangramsinh Jaysingrao Gaikwad,HATKANANGLE,IND,0,Graduate,"27,90,155",0
Saniara Parbin,BARPETA,Voters Party International,0,Graduate,"50,70,000",0
Sanjay Baburao Jadhav,PUNE,IND,0,10th Pass,"22,15,000","1,65,000"
Sanjay Balmiki,ALIGARH,Bhartiya Bhaichara Party,0,5th Pass,"24,21,000",0
Sanjay Bhartia,JHANJHARPUR,IND,0,Post Graduate,"11,65,326",0
Sanjay Dagdu Sawant,AHMEDNAGAR,Bahujan Mukti Party,0,5th Pass,"30,000",0
Sanjay Ghanshyam Agrawal,HATKANANGLE,IND,0,12th Pass,"68,23,627","2,08,000"
Sanjay Goyal,TEHRI GARHWAL,IND,0,10th Pass,"4,08,54,000","32,00,000"
Sanjay Hiramanji Athwale,AMRAVATI,Bahujan Maha Party,1,12th Pass,"12,92,000","1,30,000"
Sanjay Kamble,BELGAUM,IND,0,8th Pass,"5,86,000",0
Sanjay Kapoor,RAMPUR,INC,0,Graduate Professional,"9,71,99,000","55,25,000"
Sanjay Kumar Bharti,PILIBHIT,Naitik Party,0,8th Pass,"16,06,000","72,000"
Sanjay Kumar Shukla,HYDERABAD,IND,0,5th Pass,"2,27,06,000",0
Sanjay Kundaliya,TEHRI GARHWAL,Uttarakhand Pragatisheel Party,0,Graduate Professional,"12,68,14,026","68,88,378"
Sanjay Meshack,ANDAMAN AND NICOBAR ISLANDS,AAP,0,12th Pass,"9,98,87,782","17,91,076"
Sanjay Ramchandra Patil,SANGLI,BJP,1,10th Pass,"19,11,92,187","2,33,45,328"
Sanjay Sadashivrao Mandlik,KOLHAPUR,SHS,0,Post Graduate,"9,51,71,892","1,05,80,414"
Sanjay Sardar,SUPAUL,Lok Sewa Dal,0,Literate,"87,15,000","6,50,000"
Sanjay Shamrao Dhotre,AKOLA,BJP,1,Graduate Professional,"7,71,53,230","1,49,85,774"
Sanjay Shinde,BARAMATI,Bahujan Mukti Party,0,12th Pass,"35,722","15,000"
Sanjaya Kumar Sahoo,CUTTACK,IND,0,Graduate,"11,08,850",0
Sanjaya Kumar Sahoo,BHUBANESWAR,IND,0,Graduate,"21,08,850",0
Sanjaymama Vittalrao Shinde	,MADHA,NCP,1,Graduate,"49,33,06,415","11,24,17,440"
Sanjeet Kumar Chaudhary,SUPAUL,Aam Janta Party Rashtriya,0,10th Pass,"21,24,233",0
Sanjeev Kumar Balyan,MUZAFFARNAGAR,BJP,1,Doctorate,"1,57,81,189","23,73,645"
Sanjeeva Reddy Gaddam,NIZAMABAD,IND,0,Graduate Professional,"55,83,087",0
Sanjiv Baban Bhor,AHMEDNAGAR,IND,10,Others,"1,08,11,146","32,22,409"
Sanjiv Kumar Kunal,BANKA,IND,0,Graduate,0,0
Sanju Kumar Yadav,RAIPUR,IND,0,10th Pass,"22,131",0
Sankar Malakar,DARJEELING,INC,2,Graduate,"3,65,63,205",0
Sankar Prasad Datta,TRIPURA WEST,CPI(M),0,Post Graduate,"2,79,48,486",0
Sankar Sahu,ASKA,CPI(ML) Red Star,0,Post Graduate,"5,41,935",0
"Sankaralingam, M.",THOOTHUKKUDI,IND,0,8th Pass,"2,30,000",0
"Sankaranarayanan, N.",VIRUDHUNAGAR,IND,0,Others,"96,540",0
Sankenapalli. Devadas,PEDDAPALLE,Anti Corruption Dynamic Party,0,12th Pass,"1,60,000",0
Sannapureddy Suresh Reddy,NELLORE,BJP,1,Graduate,"2,88,28,964","7,00,000"
Sanoj Kumar Chauhan,PURNIA,Bihar Lok Nirman Dal,0,Graduate Professional,"27,64,447","2,63,815"
Sant Shri Mahahansaji Maharaj Patil,JALGAON,Hindusthan Nirman Dal,3,8th Pass,"11,02,452",0
Santanu Mukherjee,BARPETA,Bharatiya Gana Parishad,0,Graduate,"12,05,081",0
Santhakumar N,KANNIYAKUMARI,IND,1,10th Pass,"13,67,579",0
Santhapan Hasdak,RAIGANJ,JMM,0,Post Graduate,"5,56,386",0
Santhosh,ALAPPUZHA,IND,0,10th Pass,"10,22,408","25,000"
Santhosh Kamareddy,NIZAMABAD,IND,0,10th Pass,"12,05,000",0
Santhosh M.,BANGALORE NORTH,Uttama Prajaakeeya Party,1,Graduate Professional,"14,01,411",0
Santhosh Mandya Gowda,MANDYA,Engineers Party,0,Post Graduate,"7,67,000","3,00,000"
Santhosh Min B,BANGALORE SOUTH,IND,0,Others,"4,040",0
Santolkumar Patel,ANAND,IND,0,10th Pass,"62,16,107","12,23,545"
Santosh,BIDAR,Bharatiya Jan Kranti Dal (Democratic),0,10th Pass,"51,60,000",0
Santosh Balasaheb Bichukale,MADHA,IND,0,Post Graduate,"62,32,500","2,20,300"
Santosh Banjare,MAHASAMUND,IND,0,12th Pass,"5,81,000","2,00,000"
Santosh Barla,NIZAMABAD,IND,0,12th Pass,"44,30,000","2,00,000"
Santosh Govind Rathod,PARBHANI,Bhartiya Bahujan Kranti Dal,0,Graduate,"16,07,000","50,000"
Santosh Komamula,NIZAMABAD,IND,0,12th Pass,"1,65,77,000","13,86,000"
Santosh Kumar,PURNIA,JD(U),1,12th Pass,"4,10,36,294","25,00,000"
Santosh Kumar,VADAKARA,IND,0,8th Pass,"23,76,600","50,000"
Santosh Kumar Gangwar,BAREILLY,BJP,0,Graduate Professional,"12,76,00,707","1,30,55,209"
Santosh Kumar Kaushal,BILASPUR,SHS,0,12th Pass,"32,79,613","7,26,958"
Santosh Kumar Sinha,AURANGABAD,IND,0,Graduate,"12,75,000",0
Santosh Kumar Yadu,RAIPUR,SHS,0,12th Pass,"14,25,000","5,04,000"
Santosh Maroti Boinwad,HINGOLI,IND,0,8th Pass,"13,09,000",0
Santosh Nandur,DHARWAD,Uttama Prajaakeeya Party,0,Post Graduate,"22,81,541","1,72,551"
Santosh Pandey,RAJNANDGAON,BJP,0,Graduate Professional,"2,48,61,970","15,19,820"
Santosh S. Solanki,VADODARA,Bhartiya Manavadhikaar Federal Party,0,Post Graduate,"8,47,232","81,774"
Santosh Sahu,RAIPUR,IND,0,Graduate,"10,26,580","10,45,000"
Santoshini Karna,SAMBALPUR,Ambedkar National Congress,0,12th Pass,"1,47,94,644","45,00,000"
Sanu Nk,MALAPPURAM,IND,0,8th Pass,"2,68,100","1,08,000"
Sanuja U,POLLACHI,Naam Tamilar Katchi,0,Others,"5,84,781",0
Sanyasi Raju Pakalapati,VIZIANAGARAM,BJP,0,Graduate,"12,51,55,000","2,26,88,000"
Sapariya Vijaykumar Mansukhbhai,JAMNAGAR,IND,0,8th Pass,"29,68,835",0
Sapavat Devaram,BHONGIR,IND,0,Graduate Professional,"64,986",0
Sapkal Lilabai Dharma,JALNA,Rashtriya Mahila Party,0,Illiterate,"1,78,000",0
Sapra Vipul R.,SURENDRANAGAR,IND,0,10th Pass,"1,73,500",0
Saptagiri Sankar Ulaka,KORAPUT,INC,0,Graduate Professional,"3,75,87,560","12,17,963"
Sarabandi Raju Sikhinam,GUNTUR,Indian Labour Party (Ambedkar Phule),0,Post Graduate,"30,000",0
Saraswathi K,KARUR,Indian New Congress Party,1,Illiterate,"10,69,100",0
Sarat Pattanayak,SAMBALPUR,INC,0,Graduate Professional,"5,94,24,606","7,03,915"
Saravanakumar A,ERODE,Makkal Needhi Maiam,0,Others,"1,19,19,500","32,57,200"
Saravanan M,NAGAPATTINAM,AIADMK,0,Post Graduate,"1,84,92,618","14,29,090"
"Saravanan, G.",THOOTHUKKUDI,IND,0,8th Pass,"1,71,960",0
Saravanan.K,SIVAGANGA,BSP,0,8th Pass,"10,40,000","1,00,000"
Saravanan.K.R.S,SALEM,AIADMK,0,Graduate Professional,"1,50,55,729",0
Saravanan.S,DHARMAPURI,IND,0,10th Pass,"8,05,528","1,55,500"
Saravanavel R,NAMAKKAL,IND,0,Graduate Professional,"4,21,74,000","36,00,000"
Sardar Khan,TEHRI GARHWAL,IND,0,8th Pass,"21,16,556","50,000"
Sardarkhan Malek,SURENDRANAGAR,IND,0,8th Pass,"3,06,000",0
Sarfaraz Alam,ARARIA,RJD,6,Graduate,"7,66,18,366","85,66,199"
Saroj,RAMPUR,Peoples Party of India (Democratic),0,Post Graduate,"16,79,000","8,500"
Saroj Kumar Satpathy,DHENKANAL,Samata Kranti Dal,0,Graduate,"96,702",0
Sarubala. R. Thondaiman,TIRUCHIRAPPALLI,IND,0,Post Graduate,"92,38,76,327","9,11,82,000"
Sarvesh Kumar,FATEHPUR SIKRI,Bharatiya Majdoor Janta Party,0,Graduate Professional,"7,26,000","28,883"
Sarvesh N.M.,KOLAR,Pyramid Party of India,0,12th Pass,"15,05,000",0
Sasi T,THIRUVANANTHAPURAM,IND,0,Graduate,"16,60,184","3,68,753"
Sasikumar,CHENNAI CENTRAL,Tamil Nadu Ilangyar Katchi,2,Others,"18,81,716","2,88,000"
Sasikumar A,SRIPERUMBUDUR,IND,0,Others,"3,12,000",0
Satendar,FATEHPUR SIKRI,Aam Janta Party (India),0,Post Graduate,"69,000",0
Satendra Kumar Panda,ETAH,IND,0,12th Pass,"2,09,93,298","32,18,593"
Sathees Kumar R,KALLAKURICHI,IND,0,12th Pass,"67,45,000","1,50,000"
Satheesh Kumar,ATTINGAL,IND,0,10th Pass,"9,18,440","1,75,000"
Satheesh Kumar .T.N,MANDYA,IND,0,10th Pass,"6,50,000",0
Satheesh Shenoy,ALAPPUZHA,IND,0,Others,"13,39,68,000","2,76,89,000"
Sathi Veera Lakshmi,KAKINADA,Pyramid Party of India,0,Illiterate,"30,000",0
Sathish Kumar G,KALLAKURICHI,IND,0,Graduate,"31,41,000","15,50,000"
Sathya B,TIRUNELVELI,Naam Tamilar Katchi,0,Graduate,"48,16,687","2,79,000"
Satish,BULANDSHAHR,Bharatiya Bahujan Parivartan Party,0,Not Given,"5,90,000",0
Satish Chandra Sharma,ALIGARH,AAP,0,Literate,"10,22,66,526",0
Satish Kumar,BAREILLY,CPI,0,Graduate,"73,76,969",0
Satish Kumar Gautam,ALIGARH,BJP,0,10th Pass,"10,95,22,559","2,80,95,176"
Satish Poonchi,JAMMU,IND,0,10th Pass,"54,44,000",0
Satish Vitthal Nikhar,NAGPUR,IND,0,Post Graduate,"24,80,000","10,00,000"
Satishreddy,KOPPAL,IND,0,Graduate Professional,"82,000",0
Satveer,GAUTAM BUDDHA NAGAR,BSP,1,8th Pass,"5,35,81,678","70,70,674"
Satya Narayan Mehta,SUPAUL,Jan Adhikar Party,1,12th Pass,"34,42,357",0
Satya Prakash Nayak,PURI,INC,4,Post Graduate,"1,32,57,059","1,38,069"
Satyajit Das,KARIMGANJ,IND,0,10th Pass,"80,000","50,000"
Satyapal,TEHRI GARHWAL,BSP,1,5th Pass,"1,52,76,000",0
Satyapal Singh Baghel,AGRA,BJP,5,Doctorate,"7,42,74,036","86,06,522"
Satyendra Kumar,BHAGALPUR,AAP,0,Graduate Professional,"2,97,85,377","15,20,000"
Sau. Pravina Laxman Bhatkar,AKOLA,Bahujan Mukti Party,0,Graduate Professional,"1,67,26,329","12,00,000"
Savendra Singh,MAINPURI,IND,0,Graduate Professional,"2,85,23,500","65,000"
Savita Ankush Aiwle,MADHA,IND,0,8th Pass,"6,57,950",0
Savita Bhimrao Kadale,BARAMATI,Hindustan Janta Party,0,Literate,"33,50,000",0
Sayanna Bai,NIZAMABAD,IND,0,Illiterate,"9,85,000",0
Sayed Mujammil Sayed Jamil,BEED,SP,1,12th Pass,"60,000",0
Sayyad Minhaj,BEED,IND,0,12th Pass,"8,80,000","1,05,000"
Sayyad Raj Faiyaz,PUNE,Bhartiya Kisan Party,0,Graduate,"52,00,000","36,50,000"
Sayyad Sultan Ladkhan,OSMANABAD,IND,0,10th Pass,"2,82,000",0
Sebastian Wayanad,WAYANAD,IND,0,8th Pass,"14,56,386","40,000"
Seema Ajay,JANJGIR CHAMPA,Ambedkarite Party of India,0,Post Graduate,"9,99,354",0
Seethalakshmi M K,ERODE,Naam Tamilar Katchi,2,Post Graduate,"1,08,95,377",0
Sekar.D,KANCHEEPURAM,BSP,0,Graduate Professional,"14,35,000",0
Selladurai S,NAMAKKAL,IND,0,8th Pass,"3,47,000",0
Selva Prakash R,TIRUNELVELI,IND,0,Graduate,"2,45,58,648",0
Selvaganesan R,TIRUNELVELI,United States of India Party,0,Post Graduate,"83,76,260",0
"Selvakumar, M.",VIRUDHUNAGAR,IND,0,5th Pass,"73,000",0
Selvakumar. M,TENKASI,IND,0,Post Graduate,"4,40,214","24,000"
"Selvam, S.R.",TIRUPPUR,IND,0,8th Pass,"6,15,58,069","1,55,37,415"
Selvam.G,KANCHEEPURAM,DMK,0,Post Graduate,"4,81,72,936",0
Selvam.S.K,SALEM,IND,3,10th Pass,"97,48,974","1,00,000"
Selvaraj K,KARUR,IND,0,Graduate,"1,75,000",0
Selvaraj K.R,NAMAKKAL,IND,0,10th Pass,"1,48,99,953",0
Selvaraj M,NAGAPATTINAM,CPI,0,12th Pass,"45,72,837","12,51,381"
Selvaraj.R,THANJAVUR,IND,0,Post Graduate,"88,74,369","7,76,000"
"Senai Natarajan, R.",THOOTHUKKUDI,IND,0,12th Pass,"16,13,258","5,45,976"
Sengodi T,NAGAPATTINAM,IND,2,Graduate,"7,93,540",0
Senjam Nandeshwore Singh,INNER MANIPUR,Rashtriya Janhit Sangharsh Party,0,Graduate,"22,58,269",0
Senjeraja K.N.K,ARANI,IND,1,12th Pass,"33,750",0
Senthamilselvi.R,SIVAGANGA,IND,0,Post Graduate,"63,20,000","5,00,000"
Senthamizhan G,ARANI,IND,0,Post Graduate,"2,20,06,894","1,13,28,495"
Senthamizhan. S,MAYILADUTHURAI,IND,2,12th Pass,"62,70,000",0
Senthil Kumar.C,SIVAGANGA,IND,0,8th Pass,"47,000",0
Senthilkumar J,THENI,IND,0,12th Pass,"1,81,505",0
Senthilkumar K C,ERODE,IND,0,Graduate,"2,75,00,000","79,00,000"
"Senthilkumar, S.",VIRUDHUNAGAR,IND,0,8th Pass,0,0
Senthilmurugan S,NAMAKKAL,Desiya Makkal Sakthi Katchi,0,10th Pass,"2,23,355",0
"Senthilvel, A.",PERAMBALUR,Ulzaipali Makkal Katchy,0,10th Pass,"15,000",0
Sevakram Banjare,DURG,Rashtriya Jansabha Party,0,Graduate Professional,"2,27,52,461","27,00,000"
Sewa Ram Kasana,GHAZIABAD,Pragatishil Samajwadi Party (Lohia),5,10th Pass,"9,85,76,712","12,03,000"
Shaber Ahmed,UDHAMPUR,IND,0,Graduate,"79,200",0
Shabnam,SAHARANPUR,IND,0,12th Pass,"10,61,500",0
Shadhik Batcha. A,TIRUCHIRAPPALLI,IND,0,Post Graduate,"59,20,000","35,68,000"
Shagul Hameed,THENI,Naam Tamilar Katchi,0,Graduate,"1,89,57,000",0
Shah Tariq Anwar,KATIHAR,INC,1,Graduate,"11,92,91,973","5,82,950"
Shahadev Mahadev Palve,JALNA,IND,1,Graduate,"4,57,602",0
Shahajahan Paigmber Shaikh,MADHA,Bahujan Maha Party,0,10th Pass,"4,95,000","1,05,000"
Shaheen,ALIGARH,IND,0,Others,"21,67,000",0
Shaheen Praveen,ARARIA,IND,1,Others,"1,24,21,636","3,00,000"
Shahejad Samiullah Khan,YAVATMAL WASHIM,IND,0,Graduate Professional,"1,85,000",0
Shahla Wajid,SAMBHAL,Ambedkar Samaj Party,0,12th Pass,"41,72,000",0
Shaik Abdul Gaffar,BIDAR,IND,0,Post Graduate,"3,40,512",0
Shaik Jaleel,GUNTUR,Navarang Congress Party,0,5th Pass,"7,26,25,000",0
Shaik Mahaboob Basha (Mabu),NELLORE,RPI(A),1,Graduate Professional,0,0
Shaik Mastanvali,GUNTUR,INC,1,Post Graduate,"6,28,06,111",0
Shaik Muneer Pasha,SECUNDERABAD,IND,0,12th Pass,"1,42,000",0
Shaik Nayub Kamal,NARASARAOPET,Janasena Party,0,12th Pass,"5,52,64,531","54,68,120"
Shaikh Abid Mohammad Hanif,AHMEDNAGAR,IND,0,12th Pass,"3,37,684","8,04,254"
Shaikh Javed Shaikh Mushtaq,YAVATMAL WASHIM,IND,3,8th Pass,"1,14,22,000",0
Shaikh Javeed Ahemad,NAVSARI,IND,1,Illiterate,"2,50,000",0
Shaikh Kalim,PANCHMAHAL,BSP,0,12th Pass,"1,25,000",0
Shaikh Khaja Shaikh Kasim Kismatwala,AURANGABAD,IND,0,8th Pass,"7,63,100","1,30,000"
Shaikh Nadim Shaikh Karim,AURANGABAD,Bahujan Maha Party,0,12th Pass,"41,00,000",0
Shaikh Sadek Shaikh Ibrahim,BEED,IND,0,8th Pass,"4,45,500","1,07,800"
Shaikh Saeed Inayat,NAVSARI,IND,0,10th Pass,"2,10,000",0
Shaikh Salim Shaikh Ibrahim,PARBHANI,Bahujan Maha Party,0,5th Pass,"50,000",0
Shaikh Yashed Shaikh Tayyab,BEED,IND,0,Graduate Professional,"94,500",0
Shailaja,ATTINGAL,IND,0,10th Pass,"1,25,190",0
Shailendra Kumar Banjare,RAIPUR,Shakti Sena (Bharat Desh),0,Post Graduate,"60,98,36,000","46,75,000"
Shailendra Veer,SATARA,IND,0,Graduate,"2,37,73,491",0
Shailesh Kumar,BHAGALPUR,RJD,0,12th Pass,"3,03,64,808","21,80,647"
Shailesh Sambhaji Janbandhu,RAMTEK,SUCI(C),0,12th Pass,"27,91,420",0
Shaileshkumar Premkishorji Agrawal,WARDHA,BSP,1,Post Graduate,"13,51,49,000","20,98,380"
Shajahan Abdulkhadar,ERNAKULAM,CPI(ML) Red Star,0,10th Pass,"16,72,500",0
Shajahan Sheikh,DHUBRI,Voters Party International,0,Post Graduate,"5,13,496",0
Shaji V,ARANI,Makkal Needhi Maiam,0,8th Pass,"4,46,42,380","2,05,65,404"
Shakeel Ahmad Abdulsattar Dodwad,DHARWAD,IND,0,5th Pass,"3,47,750",0
Shakti Satayavathi,SECUNDERABAD,Pyramid Party of India,0,10th Pass,"65,000",0
Shambhu Sharma,BILASPUR,Bharat Bhoomi Party,0,Graduate Professional,"29,70,212",0
Shamimul Islam,JANGIPUR,BSP,0,12th Pass,"1,88,80,045",0
Shan K S,ALAPPUZHA,SDPI,2,Graduate Professional,"64,97,803","9,25,236"
Shanimol,ALAPPUZHA,INC,0,Post Graduate,"1,86,65,943","8,25,000"
Shankar Chogule,BELGAUM,IND,0,Post Graduate,"35,34,061","4,00,000"
Shankar Jadhav,GULBARGA,Bharatiya Peoples Party,0,Illiterate,0,0
Shankar Lal Vardani,RAIPUR,IND,0,Illiterate,"3,35,000",0
Shankar Martand Mane,SANGLI,BSP,4,10th Pass,"5,85,181",0
Shankar Pandappa Rathod,BELGAUM,IND,0,10th Pass,"1,07,75,000","5,00,000"
Shankar Pandurang Gaikwad,OSMANABAD,IND,0,Graduate,"49,19,328",0
Shankar Yenugu,NIZAMABAD,IND,0,Post Graduate,"12,51,000","90,000"
Shankara Rao Gopagani,KHAMMAM,IND,0,Post Graduate,"66,50,000","6,00,000"
Shanmugam. M,MAYILADUTHURAI,IND,0,8th Pass,"1,60,000",0
"Shanmugaprabu, K",DINDIGUL,IND,0,Post Graduate,"1,59,599",0
Shanmugasundaram K N,POLLACHI,IND,0,5th Pass,"27,61,271",0
Shanmugasundaram V,POLLACHI,IND,0,8th Pass,"19,26,957",0
Shanmugham V,MADURAI,IND,0,12th Pass,"50,000",0
Shanthi K,PERAMBALUR,Naam Tamilar Katchi,0,Post Graduate,"3,11,000",0
Shanti Kumar Ratre,JANJGIR CHAMPA,Gondvana Gantantra Party,0,Graduate Professional,"44,44,500","2,00,000"
Shanti Prasad Bhatt,GARHWAL,UKD,2,12th Pass,"12,89,500",0
Sharad,BIDAR,IND,0,12th Pass,"74,28,000","90,000"
Sharad Gorakh Bhamre (Sutar),JALGAON,Rashtriya Janshakti Party (Secular),0,5th Pass,"1,500",0
Sharad Yadav,MADHEPURA,RJD,3,Graduate Professional,"8,15,33,690",0
Sharadchandra Ganpatrao Wankhede,JALNA,Vanchit Bahujan Aaghadi,2,Post Graduate,"2,32,82,500",0
Shardaben Anilbhai Patel,MAHESANA,BJP,0,12th Pass,"44,03,08,300","74,77,793"
Shareef Khan,LAKSHADWEEP,CPI(M),3,10th Pass,"22,68,712",0
Sharma Brijeshkumar Ujagarlal,AHMEDABAD EAST,IND,0,Graduate,"26,800",0
Sharma Rajmal Mohanlal,NAVSARI,Svatantra Bharat Satyagrah Party,0,8th Pass,"3,89,183",0
Shashi Tharoor,THIRUVANANTHAPURAM,INC,2,Doctorate,"35,00,22,585",0
Shashikumar R N,DAVANAGERE,IND,0,Post Graduate,"21,77,102","6,00,000"
Shashikumar S.Gowda,SHIMOGA,IND,0,10th Pass,"1,35,000",0
Shazad Shabnam,JAMMU,IND,1,10th Pass,"5,40,14,426","2,50,00,000"
Sheik Mohamed K,CHENNAI CENTRAL,SDPI,3,Others,"22,74,313",0
Sheikh Khalid Jehangir,SRINAGAR,BJP,1,12th Pass,"4,53,00,000","38,00,000"
Shekar Havanje,UDUPI CHIKMAGALUR,Republican Party of India (Karnataka),3,10th Pass,"12,65,000","1,00,000"
Shekara Naik,SHIMOGA,IND,0,Graduate,"4,04,09,500","31,12,000"
Shekh Hamid Ramjan,NAVSARI,IND,1,Literate,"75,000",0
Shekh Salmabanu Mohamad Salim,AHMEDABAD EAST,IND,0,8th Pass,"1,40,000",0
Shekh Shahinbanu Molana Mustak,GANDHINAGAR,IND,0,5th Pass,"7,53,000","32,000"
Shenmare Vijaybhai Namdeo,SURAT,CPI,0,Graduate Professional,"98,68,237",0
Sher Singh Upaddhaya,GAUTAM BUDDHA NAGAR,Rashtriya Janta Party,0,8th Pass,"16,51,000",0
Sherkhan Pathan,BHARUCH,INC,3,12th Pass,"33,43,699",0
Sheshraj,KAIRANA,Bharatrashtra Democratic Party,0,Others,"5,79,33,786",0
Shetty Raju Anna,HATKANANGLE,Swabhimani Paksha,15,10th Pass,"2,44,21,392","7,74,059"
Shibu P,PATHANAMTHITTA,BSP,0,10th Pass,"3,25,000",0
Shijo M Varghese,WAYANAD,IND,0,12th Pass,"64,91,083","3,92,797"
Shinde Chandraprakash Ganpatrao,BEED,Ambedkarite Party of India,0,10th Pass,"19,45,137",0
Shishupal Singh,HARIDWAR,IND,0,12th Pass,"3,23,000",0
Shiv Narayan Singh,KHAGARIA,IND,0,12th Pass,"45,75,000","25,000"
Shiv Shankar,GAYA,Ambedkarite Party of India,1,Post Graduate,"40,80,034",0
Shiva Manjesh K.S.,BANGALORE NORTH,IND,0,Graduate Professional,"2,06,20,000",0
Shivaji Naraynrao Kawathekar,BEED,IND,0,10th Pass,0,"2,00,000"
Shivaji Rambhau Nandkhile,BARAMATI,IND,2,Illiterate,"2,37,90,000","17,40,000"
Shivanand Ashokrao Deshmukh,NANDED,IND,0,Post Graduate,"13,137",0
Shivaputrappa. Gumagera,KOPPAL,BSP,0,5th Pass,"84,75,000","12,00,000"
Shivaraj,BIDAR,IND,0,Graduate,"29,42,000","85,000"
Shivaraj Narayan Patil,BELGAUM,IND,0,12th Pass,"2,70,570",0
Shivarajkumar Ajjappa Talawar,BAGALKOT,IND,0,Graduate Professional,"1,09,000",0
Shivnandan Mandal,KATIHAR,BSP,0,Literate,"2,75,788",0
Shivpal Singh Yadav,FIROZABAD,Pragatishil Samajwadi Party (Lohia),0,Graduate Professional,"9,98,33,148","1,29,18,796"
Shobha Karandlaje,UDUPI CHIKMAGALUR,BJP,3,Post Graduate,"10,48,72,668","4,99,36,840"
Shobha Soren,PURNIA,IND,0,Literate,"5,89,000","4,00,000"
Showkat Hussain Khan,SRINAGAR,JD(U),0,8th Pass,"75,90,000",0
